@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,7-16'

@attribute Topic numeric
@attribute Stratification2 numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
22,4,40,'Overall Health'
4,5,10,'Screenings and Vaccines'
4,5,13,'Screenings and Vaccines'
31,5,46,'Cognitive Decline'
35,7,51,'Overall Health'
26,7,41,Caregiving
22,4,14,'Overall Health'
24,6,39,Caregiving
1,1,31,'Mental Health'
29,5,12,'Overall Health'
2,3,34,'Overall Health'
17,5,46,'Cognitive Decline'
16,3,32,'Mental Health'
9,7,7,'Nutrition/Physical Activity/Obesity'
8,3,21,'Screenings and Vaccines'
3,6,53,'Overall Health'
21,4,53,'Overall Health'
35,1,32,'Overall Health'
28,3,34,'Overall Health'
15,5,17,'Smoking and Alcohol Use'
11,4,53,'Nutrition/Physical Activity/Obesity'
19,6,49,'Overall Health'
8,1,10,'Screenings and Vaccines'
30,2,50,'Cognitive Decline'
31,5,9,'Cognitive Decline'
15,6,35,'Smoking and Alcohol Use'
29,1,20,'Overall Health'
18,2,1,'Cognitive Decline'
21,2,40,'Overall Health'
2,6,12,'Overall Health'
35,6,21,'Overall Health'
12,5,11,'Smoking and Alcohol Use'
11,3,11,'Nutrition/Physical Activity/Obesity'
25,3,34,Caregiving
35,7,20,'Overall Health'
39,6,39,'Overall Health'
31,3,25,'Cognitive Decline'
16,7,18,'Mental Health'
6,6,51,'Screenings and Vaccines'
33,6,38,'Nutrition/Physical Activity/Obesity'
13,1,3,'Screenings and Vaccines'
21,6,28,'Overall Health'
32,3,33,'Nutrition/Physical Activity/Obesity'
13,4,35,'Screenings and Vaccines'
26,6,16,Caregiving
19,1,35,'Overall Health'
26,6,50,Caregiving
16,6,5,'Mental Health'
15,4,11,'Smoking and Alcohol Use'
9,6,32,'Nutrition/Physical Activity/Obesity'
18,1,27,'Cognitive Decline'
4,1,9,'Screenings and Vaccines'
16,1,52,'Mental Health'
5,5,5,'Screenings and Vaccines'
2,4,47,'Overall Health'
22,1,48,'Overall Health'
17,6,50,'Cognitive Decline'
22,7,49,'Overall Health'
35,4,48,'Overall Health'
36,5,48,'Screenings and Vaccines'
20,1,51,'Overall Health'
28,6,34,'Overall Health'
28,4,36,'Overall Health'
4,2,26,'Screenings and Vaccines'
5,5,13,'Screenings and Vaccines'
35,4,36,'Overall Health'
12,1,46,'Smoking and Alcohol Use'
19,3,45,'Overall Health'
19,7,24,'Overall Health'
21,6,30,'Overall Health'
4,4,21,'Screenings and Vaccines'
32,4,49,'Nutrition/Physical Activity/Obesity'
26,1,14,Caregiving
29,4,27,'Overall Health'
35,6,28,'Overall Health'
11,6,3,'Nutrition/Physical Activity/Obesity'
16,5,28,'Mental Health'
8,2,7,'Screenings and Vaccines'
13,1,25,'Screenings and Vaccines'
24,6,2,Caregiving
31,6,29,'Cognitive Decline'
37,6,21,'Screenings and Vaccines'
35,3,41,'Overall Health'
7,5,7,'Screenings and Vaccines'
33,4,24,'Nutrition/Physical Activity/Obesity'
35,2,12,'Overall Health'
11,4,21,'Nutrition/Physical Activity/Obesity'
35,4,23,'Overall Health'
7,5,21,'Screenings and Vaccines'
15,5,5,'Smoking and Alcohol Use'
6,2,51,'Screenings and Vaccines'
22,6,12,'Overall Health'
36,6,8,'Screenings and Vaccines'
24,6,39,Caregiving
28,1,16,'Overall Health'
21,4,21,'Overall Health'
24,6,1,Caregiving
14,5,33,'Screenings and Vaccines'
22,6,5,'Overall Health'
22,4,37,'Overall Health'
12,7,11,'Smoking and Alcohol Use'
1,6,35,'Mental Health'
29,6,42,'Overall Health'
12,3,3,'Smoking and Alcohol Use'
35,6,12,'Overall Health'
12,5,11,'Smoking and Alcohol Use'
34,2,1,'Overall Health'
8,5,48,'Screenings and Vaccines'
4,2,19,'Screenings and Vaccines'
9,4,17,'Nutrition/Physical Activity/Obesity'
11,4,20,'Nutrition/Physical Activity/Obesity'
12,6,47,'Smoking and Alcohol Use'
5,3,28,'Screenings and Vaccines'
26,6,26,Caregiving
12,7,23,'Smoking and Alcohol Use'
16,3,23,'Mental Health'
29,5,14,'Overall Health'
10,7,21,'Screenings and Vaccines'
37,2,6,'Screenings and Vaccines'
11,4,30,'Nutrition/Physical Activity/Obesity'
17,3,18,'Cognitive Decline'
4,2,26,'Screenings and Vaccines'
30,2,10,'Cognitive Decline'
1,1,39,'Mental Health'
31,6,36,'Cognitive Decline'
24,7,26,Caregiving
38,3,3,'Overall Health'
32,1,24,'Nutrition/Physical Activity/Obesity'
14,5,37,'Screenings and Vaccines'
29,1,22,'Overall Health'
9,7,23,'Nutrition/Physical Activity/Obesity'
22,6,20,'Overall Health'
7,5,45,'Screenings and Vaccines'
4,5,28,'Screenings and Vaccines'
4,5,36,'Screenings and Vaccines'
10,7,1,'Screenings and Vaccines'
23,2,9,Caregiving
28,6,10,'Overall Health'
36,5,45,'Screenings and Vaccines'
10,3,21,'Screenings and Vaccines'
27,6,39,Caregiving
4,7,6,'Screenings and Vaccines'
11,2,3,'Nutrition/Physical Activity/Obesity'
35,4,48,'Overall Health'
25,6,39,Caregiving
25,3,39,Caregiving
25,1,1,Caregiving
28,2,13,'Overall Health'
22,6,7,'Overall Health'
35,7,14,'Overall Health'
18,2,23,'Cognitive Decline'
1,3,41,'Mental Health'
25,2,39,Caregiving
23,5,53,Caregiving
37,4,38,'Screenings and Vaccines'
12,1,17,'Smoking and Alcohol Use'
4,5,17,'Screenings and Vaccines'
4,4,21,'Screenings and Vaccines'
35,1,12,'Overall Health'
19,5,38,'Overall Health'
13,1,42,'Screenings and Vaccines'
4,5,47,'Screenings and Vaccines'
4,5,52,'Screenings and Vaccines'
34,3,53,'Overall Health'
4,3,21,'Screenings and Vaccines'
15,6,23,'Smoking and Alcohol Use'
12,1,51,'Smoking and Alcohol Use'
1,5,28,'Mental Health'
16,6,10,'Mental Health'
4,2,12,'Screenings and Vaccines'
34,4,8,'Overall Health'
20,2,45,'Overall Health'
13,3,21,'Screenings and Vaccines'
29,1,6,'Overall Health'
11,5,16,'Nutrition/Physical Activity/Obesity'
11,6,2,'Nutrition/Physical Activity/Obesity'
15,2,20,'Smoking and Alcohol Use'
6,6,47,'Screenings and Vaccines'
27,6,39,Caregiving
16,7,3,'Mental Health'
5,1,49,'Screenings and Vaccines'
20,5,25,'Overall Health'
31,1,15,'Cognitive Decline'
22,6,35,'Overall Health'
20,5,18,'Overall Health'
35,6,2,'Overall Health'
36,3,51,'Screenings and Vaccines'
35,7,22,'Overall Health'
1,6,11,'Mental Health'
16,3,5,'Mental Health'
11,4,52,'Nutrition/Physical Activity/Obesity'
10,5,21,'Screenings and Vaccines'
15,2,41,'Smoking and Alcohol Use'
36,7,7,'Screenings and Vaccines'
9,7,28,'Nutrition/Physical Activity/Obesity'
6,7,51,'Screenings and Vaccines'
15,2,48,'Smoking and Alcohol Use'
18,2,39,'Cognitive Decline'
4,5,9,'Screenings and Vaccines'
14,3,46,'Screenings and Vaccines'
15,7,38,'Smoking and Alcohol Use'
13,3,2,'Screenings and Vaccines'
28,5,51,'Overall Health'
2,6,23,'Overall Health'
5,7,12,'Screenings and Vaccines'
31,6,49,'Cognitive Decline'
9,5,35,'Nutrition/Physical Activity/Obesity'
33,7,26,'Nutrition/Physical Activity/Obesity'
32,7,12,'Nutrition/Physical Activity/Obesity'
12,6,6,'Smoking and Alcohol Use'
9,7,6,'Nutrition/Physical Activity/Obesity'
19,1,47,'Overall Health'
1,3,39,'Mental Health'
27,4,39,Caregiving
1,2,54,'Mental Health'
7,5,52,'Screenings and Vaccines'
15,6,11,'Smoking and Alcohol Use'
8,2,33,'Screenings and Vaccines'
5,2,33,'Screenings and Vaccines'
14,5,31,'Screenings and Vaccines'
33,2,17,'Nutrition/Physical Activity/Obesity'
22,2,27,'Overall Health'
20,6,37,'Overall Health'
20,3,43,'Overall Health'
32,6,12,'Nutrition/Physical Activity/Obesity'
35,1,46,'Overall Health'
5,5,28,'Screenings and Vaccines'
18,6,35,'Cognitive Decline'
6,5,39,'Screenings and Vaccines'
18,6,17,'Cognitive Decline'
29,6,12,'Overall Health'
29,6,20,'Overall Health'
15,6,1,'Smoking and Alcohol Use'
11,2,6,'Nutrition/Physical Activity/Obesity'
32,6,27,'Nutrition/Physical Activity/Obesity'
37,6,7,'Screenings and Vaccines'
20,3,52,'Overall Health'
37,5,32,'Screenings and Vaccines'
26,5,26,Caregiving
35,5,12,'Overall Health'
30,6,3,'Cognitive Decline'
26,6,26,Caregiving
20,5,17,'Overall Health'
16,7,49,'Mental Health'
4,6,17,'Screenings and Vaccines'
3,7,11,'Overall Health'
6,3,10,'Screenings and Vaccines'
28,2,37,'Overall Health'
17,1,42,'Cognitive Decline'
13,7,34,'Screenings and Vaccines'
2,1,4,'Overall Health'
5,2,21,'Screenings and Vaccines'
10,3,15,'Screenings and Vaccines'
8,7,18,'Screenings and Vaccines'
12,2,26,'Smoking and Alcohol Use'
27,1,8,Caregiving
37,2,2,'Screenings and Vaccines'
35,6,52,'Overall Health'
9,3,22,'Nutrition/Physical Activity/Obesity'
16,2,10,'Mental Health'
10,4,26,'Screenings and Vaccines'
20,6,21,'Overall Health'
29,3,27,'Overall Health'
33,6,17,'Nutrition/Physical Activity/Obesity'
10,3,5,'Screenings and Vaccines'
35,5,47,'Overall Health'
10,5,41,'Screenings and Vaccines'
9,7,36,'Nutrition/Physical Activity/Obesity'
37,1,15,'Screenings and Vaccines'
19,4,14,'Overall Health'
6,5,15,'Screenings and Vaccines'
30,1,17,'Cognitive Decline'
20,4,52,'Overall Health'
28,3,36,'Overall Health'
33,7,15,'Nutrition/Physical Activity/Obesity'
5,1,18,'Screenings and Vaccines'
22,7,48,'Overall Health'
1,6,49,'Mental Health'
9,2,25,'Nutrition/Physical Activity/Obesity'
28,3,9,'Overall Health'
22,2,9,'Overall Health'
25,7,39,Caregiving
35,6,13,'Overall Health'
32,5,39,'Nutrition/Physical Activity/Obesity'
1,3,41,'Mental Health'
19,1,8,'Overall Health'
17,1,39,'Cognitive Decline'
2,2,29,'Overall Health'
13,7,12,'Screenings and Vaccines'
9,4,31,'Nutrition/Physical Activity/Obesity'
14,7,2,'Screenings and Vaccines'
31,7,9,'Cognitive Decline'
19,2,22,'Overall Health'
16,3,40,'Mental Health'
36,4,26,'Screenings and Vaccines'
9,3,52,'Nutrition/Physical Activity/Obesity'
22,1,37,'Overall Health'
7,5,53,'Screenings and Vaccines'
34,3,31,'Overall Health'
7,1,24,'Screenings and Vaccines'
34,4,18,'Overall Health'
26,6,39,Caregiving
29,4,46,'Overall Health'
14,2,3,'Screenings and Vaccines'
16,7,11,'Mental Health'
24,6,33,Caregiving
16,4,23,'Mental Health'
20,6,16,'Overall Health'
11,3,40,'Nutrition/Physical Activity/Obesity'
20,4,49,'Overall Health'
9,1,49,'Nutrition/Physical Activity/Obesity'
13,5,6,'Screenings and Vaccines'
17,2,17,'Cognitive Decline'
4,5,39,'Screenings and Vaccines'
26,4,16,Caregiving
17,5,50,'Cognitive Decline'
16,1,27,'Mental Health'
16,6,33,'Mental Health'
20,6,53,'Overall Health'
8,3,52,'Screenings and Vaccines'
38,6,45,'Overall Health'
20,6,24,'Overall Health'
35,5,29,'Overall Health'
19,6,37,'Overall Health'
9,7,20,'Nutrition/Physical Activity/Obesity'
23,6,39,Caregiving
1,6,31,'Mental Health'
36,5,21,'Screenings and Vaccines'
25,4,54,Caregiving
26,6,53,Caregiving
31,4,26,'Cognitive Decline'
19,6,7,'Overall Health'
1,7,12,'Mental Health'
35,2,19,'Overall Health'
35,2,16,'Overall Health'
11,4,40,'Nutrition/Physical Activity/Obesity'
3,2,19,'Overall Health'
32,7,9,'Nutrition/Physical Activity/Obesity'
9,7,12,'Nutrition/Physical Activity/Obesity'
12,4,11,'Smoking and Alcohol Use'
22,2,2,'Overall Health'
2,2,39,'Overall Health'
5,5,46,'Screenings and Vaccines'
38,3,4,'Overall Health'
14,7,21,'Screenings and Vaccines'
27,4,39,Caregiving
13,2,24,'Screenings and Vaccines'
1,2,50,'Mental Health'
1,4,9,'Mental Health'
18,2,39,'Cognitive Decline'
2,3,9,'Overall Health'
12,3,14,'Smoking and Alcohol Use'
35,4,35,'Overall Health'
9,6,7,'Nutrition/Physical Activity/Obesity'
29,6,40,'Overall Health'
19,6,21,'Overall Health'
30,6,42,'Cognitive Decline'
4,1,9,'Screenings and Vaccines'
2,6,15,'Overall Health'
11,4,34,'Nutrition/Physical Activity/Obesity'
1,3,17,'Mental Health'
30,4,28,'Cognitive Decline'
5,2,14,'Screenings and Vaccines'
22,4,10,'Overall Health'
38,5,28,'Overall Health'
2,6,40,'Overall Health'
3,3,10,'Overall Health'
2,6,41,'Overall Health'
28,5,28,'Overall Health'
29,3,30,'Overall Health'
38,2,30,'Overall Health'
2,7,29,'Overall Health'
2,1,21,'Overall Health'
14,5,24,'Screenings and Vaccines'
32,3,24,'Nutrition/Physical Activity/Obesity'
9,2,2,'Nutrition/Physical Activity/Obesity'
16,6,41,'Mental Health'
2,6,43,'Overall Health'
27,6,33,Caregiving
14,6,16,'Screenings and Vaccines'
9,6,26,'Nutrition/Physical Activity/Obesity'
23,5,26,Caregiving
12,5,24,'Smoking and Alcohol Use'
17,3,39,'Cognitive Decline'
39,4,9,'Overall Health'
16,5,52,'Mental Health'
10,5,54,'Screenings and Vaccines'
16,7,19,'Mental Health'
25,6,38,Caregiving
17,6,39,'Cognitive Decline'
32,5,12,'Nutrition/Physical Activity/Obesity'
2,7,47,'Overall Health'
15,4,14,'Smoking and Alcohol Use'
16,6,49,'Mental Health'
2,6,21,'Overall Health'
30,6,16,'Cognitive Decline'
30,1,23,'Cognitive Decline'
13,3,54,'Screenings and Vaccines'
13,7,54,'Screenings and Vaccines'
37,7,33,'Screenings and Vaccines'
16,5,33,'Mental Health'
27,1,25,Caregiving
9,2,26,'Nutrition/Physical Activity/Obesity'
16,1,46,'Mental Health'
3,7,12,'Overall Health'
2,6,15,'Overall Health'
15,7,53,'Smoking and Alcohol Use'
1,5,41,'Mental Health'
35,6,12,'Overall Health'
23,2,46,Caregiving
15,6,52,'Smoking and Alcohol Use'
16,6,24,'Mental Health'
39,2,34,'Overall Health'
17,3,9,'Cognitive Decline'
2,2,12,'Overall Health'
3,6,36,'Overall Health'
4,2,46,'Screenings and Vaccines'
1,5,12,'Mental Health'
26,5,23,Caregiving
2,7,29,'Overall Health'
14,3,1,'Screenings and Vaccines'
9,4,45,'Nutrition/Physical Activity/Obesity'
11,7,42,'Nutrition/Physical Activity/Obesity'
5,3,22,'Screenings and Vaccines'
27,5,46,Caregiving
28,3,27,'Overall Health'
30,3,39,'Cognitive Decline'
28,5,38,'Overall Health'
13,5,7,'Screenings and Vaccines'
26,3,53,Caregiving
16,4,40,'Mental Health'
30,7,39,'Cognitive Decline'
19,6,33,'Overall Health'
15,3,7,'Smoking and Alcohol Use'
4,1,2,'Screenings and Vaccines'
8,7,32,'Screenings and Vaccines'
14,6,21,'Screenings and Vaccines'
20,6,12,'Overall Health'
20,7,45,'Overall Health'
1,3,33,'Mental Health'
38,1,20,'Overall Health'
19,6,34,'Overall Health'
18,1,17,'Cognitive Decline'
31,7,18,'Cognitive Decline'
15,6,31,'Smoking and Alcohol Use'
19,4,34,'Overall Health'
37,2,44,'Screenings and Vaccines'
37,7,6,'Screenings and Vaccines'
29,1,35,'Overall Health'
35,2,51,'Overall Health'
29,6,42,'Overall Health'
32,5,36,'Nutrition/Physical Activity/Obesity'
13,6,19,'Screenings and Vaccines'
30,6,15,'Cognitive Decline'
15,6,31,'Smoking and Alcohol Use'
13,5,21,'Screenings and Vaccines'
9,3,1,'Nutrition/Physical Activity/Obesity'
18,6,23,'Cognitive Decline'
32,6,21,'Nutrition/Physical Activity/Obesity'
20,6,28,'Overall Health'
19,1,12,'Overall Health'
29,6,42,'Overall Health'
28,4,50,'Overall Health'
36,5,53,'Screenings and Vaccines'
33,4,48,'Nutrition/Physical Activity/Obesity'
14,5,8,'Screenings and Vaccines'
28,6,24,'Overall Health'
35,6,11,'Overall Health'
7,7,13,'Screenings and Vaccines'
22,3,53,'Overall Health'
4,2,21,'Screenings and Vaccines'
12,4,2,'Smoking and Alcohol Use'
13,3,21,'Screenings and Vaccines'
24,6,13,Caregiving
19,4,12,'Overall Health'
33,2,54,'Nutrition/Physical Activity/Obesity'
29,4,34,'Overall Health'
15,2,7,'Smoking and Alcohol Use'
19,2,54,'Overall Health'
11,7,23,'Nutrition/Physical Activity/Obesity'
14,5,17,'Screenings and Vaccines'
3,1,12,'Overall Health'
7,2,39,'Screenings and Vaccines'
1,1,48,'Mental Health'
39,4,26,'Overall Health'
20,6,24,'Overall Health'
32,6,28,'Nutrition/Physical Activity/Obesity'
35,2,10,'Overall Health'
1,7,17,'Mental Health'
12,5,46,'Smoking and Alcohol Use'
10,5,41,'Screenings and Vaccines'
9,2,34,'Nutrition/Physical Activity/Obesity'
21,3,12,'Overall Health'
26,1,39,Caregiving
24,1,39,Caregiving
20,2,21,'Overall Health'
11,7,3,'Nutrition/Physical Activity/Obesity'
8,2,21,'Screenings and Vaccines'
29,5,26,'Overall Health'
17,4,1,'Cognitive Decline'
26,7,41,Caregiving
29,3,54,'Overall Health'
37,1,33,'Screenings and Vaccines'
36,4,38,'Screenings and Vaccines'
20,1,46,'Overall Health'
34,2,50,'Overall Health'
22,6,42,'Overall Health'
16,5,42,'Mental Health'
11,5,12,'Nutrition/Physical Activity/Obesity'
3,6,27,'Overall Health'
18,6,42,'Cognitive Decline'
13,4,54,'Screenings and Vaccines'
36,5,42,'Screenings and Vaccines'
18,6,34,'Cognitive Decline'
35,1,2,'Overall Health'
36,6,15,'Screenings and Vaccines'
7,3,25,'Screenings and Vaccines'
12,4,18,'Smoking and Alcohol Use'
6,5,21,'Screenings and Vaccines'
15,6,31,'Smoking and Alcohol Use'
11,5,11,'Nutrition/Physical Activity/Obesity'
1,5,46,'Mental Health'
4,3,35,'Screenings and Vaccines'
38,2,46,'Overall Health'
9,6,25,'Nutrition/Physical Activity/Obesity'
29,7,49,'Overall Health'
22,5,9,'Overall Health'
31,6,39,'Cognitive Decline'
24,7,39,Caregiving
35,7,26,'Overall Health'
1,3,11,'Mental Health'
13,5,53,'Screenings and Vaccines'
13,7,33,'Screenings and Vaccines'
19,7,12,'Overall Health'
22,1,12,'Overall Health'
20,1,28,'Overall Health'
25,2,35,Caregiving
12,6,47,'Smoking and Alcohol Use'
21,1,54,'Overall Health'
18,3,9,'Cognitive Decline'
11,5,12,'Nutrition/Physical Activity/Obesity'
6,5,52,'Screenings and Vaccines'
31,7,46,'Cognitive Decline'
11,7,28,'Nutrition/Physical Activity/Obesity'
27,4,47,Caregiving
29,6,10,'Overall Health'
37,3,32,'Screenings and Vaccines'
28,6,20,'Overall Health'
13,3,29,'Screenings and Vaccines'
11,6,38,'Nutrition/Physical Activity/Obesity'
2,3,12,'Overall Health'
2,3,48,'Overall Health'
16,6,22,'Mental Health'
22,6,13,'Overall Health'
14,5,28,'Screenings and Vaccines'
37,5,27,'Screenings and Vaccines'
34,5,24,'Overall Health'
28,6,12,'Overall Health'
34,6,37,'Overall Health'
25,6,29,Caregiving
13,5,41,'Screenings and Vaccines'
12,5,36,'Smoking and Alcohol Use'
34,4,40,'Overall Health'
17,6,10,'Cognitive Decline'
22,6,32,'Overall Health'
8,1,14,'Screenings and Vaccines'
13,2,40,'Screenings and Vaccines'
27,6,13,Caregiving
14,6,31,'Screenings and Vaccines'
12,7,11,'Smoking and Alcohol Use'
4,1,31,'Screenings and Vaccines'
28,4,16,'Overall Health'
35,2,10,'Overall Health'
24,3,34,Caregiving
10,6,46,'Screenings and Vaccines'
35,1,46,'Overall Health'
20,2,8,'Overall Health'
6,2,47,'Screenings and Vaccines'
16,2,7,'Mental Health'
19,4,50,'Overall Health'
13,7,5,'Screenings and Vaccines'
23,5,29,Caregiving
36,5,28,'Screenings and Vaccines'
22,3,14,'Overall Health'
37,4,28,'Screenings and Vaccines'
21,5,9,'Overall Health'
4,2,49,'Screenings and Vaccines'
23,6,3,Caregiving
5,7,48,'Screenings and Vaccines'
14,2,52,'Screenings and Vaccines'
16,7,10,'Mental Health'
14,5,28,'Screenings and Vaccines'
20,6,6,'Overall Health'
4,2,7,'Screenings and Vaccines'
35,1,17,'Overall Health'
16,3,1,'Mental Health'
38,6,45,'Overall Health'
34,4,22,'Overall Health'
4,6,12,'Screenings and Vaccines'
17,3,9,'Cognitive Decline'
35,6,15,'Overall Health'
29,5,10,'Overall Health'
9,1,2,'Nutrition/Physical Activity/Obesity'
6,5,21,'Screenings and Vaccines'
11,3,49,'Nutrition/Physical Activity/Obesity'
13,6,21,'Screenings and Vaccines'
22,7,50,'Overall Health'
4,4,50,'Screenings and Vaccines'
21,7,1,'Overall Health'
29,7,6,'Overall Health'
31,4,26,'Cognitive Decline'
7,5,53,'Screenings and Vaccines'
13,2,32,'Screenings and Vaccines'
28,2,47,'Overall Health'
2,4,16,'Overall Health'
13,5,7,'Screenings and Vaccines'
2,2,19,'Overall Health'
13,2,25,'Screenings and Vaccines'
22,6,41,'Overall Health'
16,2,49,'Mental Health'
20,3,27,'Overall Health'
38,6,4,'Overall Health'
24,5,22,Caregiving
4,5,45,'Screenings and Vaccines'
4,4,3,'Screenings and Vaccines'
19,1,14,'Overall Health'
11,6,12,'Nutrition/Physical Activity/Obesity'
1,6,4,'Mental Health'
13,5,22,'Screenings and Vaccines'
37,4,21,'Screenings and Vaccines'
14,6,53,'Screenings and Vaccines'
12,3,28,'Smoking and Alcohol Use'
31,1,9,'Cognitive Decline'
2,3,49,'Overall Health'
19,1,17,'Overall Health'
26,6,12,Caregiving
29,7,32,'Overall Health'
6,3,21,'Screenings and Vaccines'
14,7,2,'Screenings and Vaccines'
24,6,1,Caregiving
36,2,32,'Screenings and Vaccines'
19,3,17,'Overall Health'
39,4,7,'Overall Health'
10,4,32,'Screenings and Vaccines'
30,1,12,'Cognitive Decline'
38,4,28,'Overall Health'
1,1,19,'Mental Health'
13,5,51,'Screenings and Vaccines'
9,4,36,'Nutrition/Physical Activity/Obesity'
37,4,35,'Screenings and Vaccines'
37,5,39,'Screenings and Vaccines'
3,3,50,'Overall Health'
17,3,40,'Cognitive Decline'
8,5,54,'Screenings and Vaccines'
39,1,16,'Overall Health'
32,5,3,'Nutrition/Physical Activity/Obesity'
22,2,4,'Overall Health'
15,3,39,'Smoking and Alcohol Use'
19,2,8,'Overall Health'
28,3,14,'Overall Health'
25,2,8,Caregiving
21,7,24,'Overall Health'
25,6,39,Caregiving
20,3,46,'Overall Health'
16,3,13,'Mental Health'
1,2,22,'Mental Health'
15,6,30,'Smoking and Alcohol Use'
3,6,19,'Overall Health'
6,3,43,'Screenings and Vaccines'
19,6,51,'Overall Health'
14,5,7,'Screenings and Vaccines'
36,7,19,'Screenings and Vaccines'
9,3,38,'Nutrition/Physical Activity/Obesity'
38,7,29,'Overall Health'
37,1,37,'Screenings and Vaccines'
12,2,11,'Smoking and Alcohol Use'
19,6,21,'Overall Health'
34,6,2,'Overall Health'
19,2,20,'Overall Health'
20,3,48,'Overall Health'
33,6,5,'Nutrition/Physical Activity/Obesity'
37,7,22,'Screenings and Vaccines'
13,2,28,'Screenings and Vaccines'
24,3,40,Caregiving
10,1,20,'Screenings and Vaccines'
12,4,17,'Smoking and Alcohol Use'
29,6,14,'Overall Health'
16,3,4,'Mental Health'
20,6,37,'Overall Health'
22,5,12,'Overall Health'
2,6,43,'Overall Health'
18,2,52,'Cognitive Decline'
33,6,12,'Nutrition/Physical Activity/Obesity'
28,6,30,'Overall Health'
18,1,6,'Cognitive Decline'
25,7,1,Caregiving
20,1,49,'Overall Health'
25,6,26,Caregiving
28,7,15,'Overall Health'
38,1,36,'Overall Health'
29,3,22,'Overall Health'
33,2,3,'Nutrition/Physical Activity/Obesity'
20,1,54,'Overall Health'
12,3,9,'Smoking and Alcohol Use'
31,1,3,'Cognitive Decline'
24,7,20,Caregiving
24,7,39,Caregiving
2,7,30,'Overall Health'
22,1,9,'Overall Health'
19,4,21,'Overall Health'
19,1,36,'Overall Health'
16,6,52,'Mental Health'
27,2,29,Caregiving
14,5,22,'Screenings and Vaccines'
34,5,15,'Overall Health'
19,2,22,'Overall Health'
12,3,23,'Smoking and Alcohol Use'
20,3,3,'Overall Health'
37,2,18,'Screenings and Vaccines'
2,7,18,'Overall Health'
31,2,4,'Cognitive Decline'
10,2,7,'Screenings and Vaccines'
32,4,12,'Nutrition/Physical Activity/Obesity'
11,7,50,'Nutrition/Physical Activity/Obesity'
1,5,33,'Mental Health'
33,6,10,'Nutrition/Physical Activity/Obesity'
26,2,21,Caregiving
35,6,37,'Overall Health'
27,6,8,Caregiving
23,2,11,Caregiving
9,4,53,'Nutrition/Physical Activity/Obesity'
11,6,20,'Nutrition/Physical Activity/Obesity'
14,7,21,'Screenings and Vaccines'
3,3,35,'Overall Health'
20,5,52,'Overall Health'
9,6,29,'Nutrition/Physical Activity/Obesity'
28,6,25,'Overall Health'
30,5,41,'Cognitive Decline'
35,5,54,'Overall Health'
8,5,43,'Screenings and Vaccines'
15,7,36,'Smoking and Alcohol Use'
2,2,39,'Overall Health'
30,2,13,'Cognitive Decline'
33,5,2,'Nutrition/Physical Activity/Obesity'
21,4,46,'Overall Health'
24,3,24,Caregiving
10,3,33,'Screenings and Vaccines'
4,3,30,'Screenings and Vaccines'
16,6,8,'Mental Health'
32,2,37,'Nutrition/Physical Activity/Obesity'
35,6,39,'Overall Health'
15,4,22,'Smoking and Alcohol Use'
34,6,32,'Overall Health'
11,6,30,'Nutrition/Physical Activity/Obesity'
3,3,12,'Overall Health'
15,7,33,'Smoking and Alcohol Use'
4,7,21,'Screenings and Vaccines'
12,6,11,'Smoking and Alcohol Use'
11,2,35,'Nutrition/Physical Activity/Obesity'
35,5,17,'Overall Health'
16,3,43,'Mental Health'
1,5,45,'Mental Health'
18,6,39,'Cognitive Decline'
25,1,39,Caregiving
37,7,38,'Screenings and Vaccines'
14,3,14,'Screenings and Vaccines'
20,4,33,'Overall Health'
24,1,37,Caregiving
18,3,35,'Cognitive Decline'
28,6,26,'Overall Health'
13,5,43,'Screenings and Vaccines'
15,4,29,'Smoking and Alcohol Use'
1,1,37,'Mental Health'
4,2,28,'Screenings and Vaccines'
1,1,33,'Mental Health'
19,5,48,'Overall Health'
4,1,12,'Screenings and Vaccines'
32,5,41,'Nutrition/Physical Activity/Obesity'
11,5,21,'Nutrition/Physical Activity/Obesity'
22,6,42,'Overall Health'
16,2,9,'Mental Health'
16,5,16,'Mental Health'
27,6,39,Caregiving
14,6,11,'Screenings and Vaccines'
7,7,25,'Screenings and Vaccines'
4,2,29,'Screenings and Vaccines'
11,6,24,'Nutrition/Physical Activity/Obesity'
34,6,2,'Overall Health'
22,3,49,'Overall Health'
10,6,18,'Screenings and Vaccines'
19,5,12,'Overall Health'
13,5,13,'Screenings and Vaccines'
17,6,7,'Cognitive Decline'
9,2,5,'Nutrition/Physical Activity/Obesity'
23,5,18,Caregiving
24,6,39,Caregiving
13,5,51,'Screenings and Vaccines'
29,4,33,'Overall Health'
7,3,21,'Screenings and Vaccines'
4,4,20,'Screenings and Vaccines'
28,2,34,'Overall Health'
15,5,31,'Smoking and Alcohol Use'
29,7,1,'Overall Health'
24,7,52,Caregiving
22,3,35,'Overall Health'
10,5,11,'Screenings and Vaccines'
2,6,5,'Overall Health'
11,7,35,'Nutrition/Physical Activity/Obesity'
20,4,53,'Overall Health'
13,6,40,'Screenings and Vaccines'
30,1,27,'Cognitive Decline'
