@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-17-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Geolocation numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-0.2044,-0.28392,-0.097691,34,Caregiving
-0.2044,-0.28392,-0.097691,23,Caregiving
2.415902,2.656104,2.177486,46,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,37,'Nutrition/Physical Activity/Obesity'
-1.135649,-1.019208,-1.253647,54,'Overall Health'
-0.930667,-0.880342,-0.973818,42,'Overall Health'
1.511304,1.647013,1.37244,20,'Overall Health'
1.096882,0.860108,1.260509,21,'Screenings and Vaccines'
-0.846,-0.722961,-0.973818,21,'Screenings and Vaccines'
0.932004,1.05452,0.804172,9,'Overall Health'
0.000669,-0.496147,0.584614,9,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,40,Caregiving
0.147722,0.239841,0.059397,5,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,18,'Cognitive Decline'
0.997942,1.004426,0.96825,11,'Screenings and Vaccines'
-0.828175,-0.72759,-0.926462,14,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,19,'Overall Health'
0.075433,0.107494,0.032443,17,'Overall Health'
-0.2044,-0.28392,-0.097691,39,Caregiving
0.997942,1.004426,0.96825,19,'Screenings and Vaccines'
-1.27379,-1.134929,-1.412934,11,'Smoking and Alcohol Use'
1.939094,1.920116,1.884742,21,'Overall Health'
1.475655,1.406313,1.488677,53,'Overall Health'
0.214564,-0.223044,0.67502,7,'Overall Health'
0.997942,1.004426,0.96825,1,'Screenings and Vaccines'
0.704741,0.684211,0.705156,46,'Overall Health'
-0.49842,-0.422085,-0.577752,21,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,42,'Mental Health'
0.075433,0.107494,0.032443,20,'Overall Health'
0.997942,1.004426,0.96825,17,'Screenings and Vaccines'
-0.690034,-0.56558,-0.81453,12,'Nutrition/Physical Activity/Obesity'
-1.117744,-1.0579,-1.160363,3,'Smoking and Alcohol Use'
0.16109,-0.107323,0.442547,40,'Overall Health'
-1.015333,-1.148816,-0.732734,17,'Cognitive Decline'
0.075433,0.107494,0.032443,19,'Overall Health'
-0.462771,-0.783136,-0.013789,7,Caregiving
0.075433,0.107494,0.032443,51,'Overall Health'
-1.278246,-1.283052,-1.197681,38,'Smoking and Alcohol Use'
-1.180211,-1.08864,-1.266562,8,'Cognitive Decline'
0.548775,0.56849,0.515733,5,'Screenings and Vaccines'
-0.78807,-0.801651,-0.749955,18,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,33,'Cognitive Decline'
-1.095544,-1.005321,-1.180461,1,Caregiving
1.778673,1.989549,1.570473,4,'Screenings and Vaccines'
-0.101823,0.013027,-0.220432,50,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,27,'Screenings and Vaccines'
-0.578631,-0.792394,-0.276398,4,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,15,'Overall Health'
-0.052805,-0.042519,-0.06545,12,'Overall Health'
0.236845,0.262986,0.210074,27,'Screenings and Vaccines'
-0.101823,-0.07955,-0.117111,29,'Screenings and Vaccines'
0.075433,0.107494,0.032443,44,'Overall Health'
-1.264878,-1.199733,-1.309612,48,'Cognitive Decline'
-0.066173,0.054687,-0.181687,10,'Overall Health'
-0.939579,-1.046981,-0.741344,13,'Mental Health'
0.954285,0.711985,1.131357,38,'Overall Health'
-0.057261,-0.255446,0.158413,43,'Overall Health'
1.653901,1.559065,1.673794,24,Caregiving
-0.636561,-0.778507,-0.427075,16,'Overall Health'
0.143266,-0.139725,0.442547,52,'Cognitive Decline'
-1.296071,-1.144187,-1.447374,11,'Mental Health'
-1.095544,-1.084012,-1.081444,39,Caregiving
-1.385194,-1.33397,-1.451679,8,'Overall Health'
1.346426,1.526663,1.170102,21,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,21,'Cognitive Decline'
-1.180211,-1.070125,-1.292392,35,'Nutrition/Physical Activity/Obesity'
0.891899,0.864737,0.898884,39,'Cognitive Decline'
0.383898,0.24447,0.511428,36,'Overall Health'
0.997942,1.004426,0.96825,40,'Screenings and Vaccines'
-0.636561,-0.52392,-0.749955,4,'Overall Health'
0.997942,1.004426,0.96825,10,'Screenings and Vaccines'
0.000669,0.105604,-0.104195,20,'Overall Health'
-1.117744,-1.0579,-1.160363,42,'Smoking and Alcohol Use'
-1.198036,-1.079383,-1.322528,11,'Smoking and Alcohol Use'
-1.059895,-1.05161,-1.038394,25,Caregiving
-0.2044,-0.28392,-0.097691,26,Caregiving
-1.022543,-0.968484,-1.057809,1,'Mental Health'
0.997942,1.004426,0.96825,2,'Screenings and Vaccines'
-0.721227,-0.588724,-0.853276,39,Caregiving
0.997942,1.004426,0.96825,24,'Screenings and Vaccines'
-0.275612,-0.385054,-0.147246,25,Caregiving
-0.649929,-0.584095,-0.715514,47,'Nutrition/Physical Activity/Obesity'
-0.378104,-0.648899,-0.022399,39,'Cognitive Decline'
0.374985,0.32779,0.416717,40,'Screenings and Vaccines'
-0.681122,-0.699816,-0.638023,33,'Overall Health'
-0.155296,-0.074921,-0.241957,6,'Nutrition/Physical Activity/Obesity'
0.39281,0.36482,0.416717,21,'Overall Health'
0.997942,1.004426,0.96825,15,'Screenings and Vaccines'
2.046042,1.998807,2.000979,10,'Screenings and Vaccines'
1.154812,1.156355,1.127052,36,'Overall Health'
0.075433,0.107494,0.032443,15,'Overall Health'
-0.264658,-0.447356,-0.051172,39,'Cognitive Decline'
-0.101823,-0.301735,0.119668,29,'Overall Health'
0.997942,1.004426,0.96825,17,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,26,'Mental Health'
0.075433,0.107494,0.032443,28,'Overall Health'
-0.264658,-0.447356,-0.051172,30,'Cognitive Decline'
-0.649929,-0.648899,-0.633718,26,Caregiving
0.075433,0.107494,0.032443,33,'Overall Health'
-1.117744,-1.0579,-1.160363,31,'Smoking and Alcohol Use'
0.851794,0.225955,1.34661,2,'Screenings and Vaccines'
0.967653,1.049891,0.877358,24,'Overall Health'
0.075433,0.107494,0.032443,44,'Overall Health'
0.16109,0.281501,0.037872,47,'Overall Health'
-0.676666,-0.616497,-0.737039,37,'Screenings and Vaccines'
0.575512,0.753644,0.403802,13,'Overall Health'
-0.819263,-0.722961,-0.913547,12,'Overall Health'
-1.474317,-1.329341,-1.623882,12,'Overall Health'
-1.358457,-1.431176,-0.844666,39,'Cognitive Decline'
-1.309439,-1.246021,-1.348358,18,'Smoking and Alcohol Use'
-1.117744,-1.0579,-1.160363,19,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,47,'Screenings and Vaccines'
-1.233685,-1.167331,-1.283782,42,'Smoking and Alcohol Use'
0.642354,0.138006,1.088306,3,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,36,'Nutrition/Physical Activity/Obesity'
0.143266,0.249099,0.037872,9,'Overall Health'
-0.850456,-0.815538,-0.879106,48,Caregiving
-0.952947,-0.829424,-1.077139,11,'Smoking and Alcohol Use'
-0.912842,-0.884971,-0.926462,17,'Smoking and Alcohol Use'
-1.233685,-1.107156,-1.361273,11,'Smoking and Alcohol Use'
-1.242597,-1.296939,-1.034088,39,'Cognitive Decline'
-1.153474,-1.014579,-1.292392,39,'Cognitive Decline'
0.075433,0.107494,0.032443,43,'Overall Health'
-0.324246,-0.3228,-0.315909,33,'Nutrition/Physical Activity/Obesity'
1.056776,1.022118,1.062476,31,'Screenings and Vaccines'
-0.32463,-1.148816,1.114137,39,'Cognitive Decline'
-0.066173,0.105604,-0.233347,21,'Screenings and Vaccines'
0.075433,0.107494,0.032443,47,'Overall Health'
0.281406,0.20281,0.347836,9,'Overall Health'
-1.01979,-0.949775,-1.085749,22,Caregiving
0.490845,0.633294,0.343531,53,'Screenings and Vaccines'
-1.113369,-1.014579,-1.219206,11,'Smoking and Alcohol Use'
0.891899,1.026747,0.756817,11,'Screenings and Vaccines'
0.201196,0.383336,0.020651,21,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,32,'Nutrition/Physical Activity/Obesity'
-0.502876,-0.449858,-0.556227,39,'Mental Health'
-0.716771,-0.658157,-0.775785,39,'Overall Health'
-0.346911,-0.246189,-0.452905,38,'Nutrition/Physical Activity/Obesity'
2.099516,2.244136,1.940708,25,'Screenings and Vaccines'
0.075433,0.107494,0.032443,45,'Overall Health'
-1.033158,-0.908115,-1.158935,11,'Smoking and Alcohol Use'
-1.206948,-1.084012,-1.331138,13,'Overall Health'
0.075433,0.107494,0.032443,15,'Overall Health'
2.197551,2.290424,2.065555,36,'Overall Health'
-1.460948,-1.343227,-1.572221,11,'Mental Health'
-1.126737,-1.033094,-1.214901,39,'Cognitive Decline'
-0.957403,-1.08864,-0.698294,29,'Nutrition/Physical Activity/Obesity'
-1.443124,-1.329341,-1.567916,11,'Overall Health'
-0.110735,-0.042519,-0.181687,42,'Screenings and Vaccines'
0.357161,0.350934,0.356446,14,'Screenings and Vaccines'
-1.407475,-1.259908,-1.559306,12,'Overall Health'
0.780495,-0.24156,1.600608,39,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,44,'Nutrition/Physical Activity/Obesity'
-0.257788,-0.334137,-0.168771,18,'Screenings and Vaccines'
-0.413753,-0.505405,-0.302228,4,Caregiving
-1.135649,-1.033094,-1.236426,13,'Mental Health'
-0.698947,-0.639641,-0.75426,39,Caregiving
0.075433,0.107494,0.032443,1,'Overall Health'
0.691372,0.823077,0.558784,33,'Overall Health'
-0.231051,-0.579466,0.201464,43,'Screenings and Vaccines'
0.997942,1.004426,0.96825,7,'Screenings and Vaccines'
0.997942,1.004426,0.96825,6,'Screenings and Vaccines'
-1.420843,-1.278423,-1.572221,12,'Overall Health'
-0.2044,-0.28392,-0.097691,9,Caregiving
0.075433,0.107494,0.032443,39,'Overall Health'
-0.09291,0.050058,-0.233347,13,'Overall Health'
-0.297893,-0.380425,-0.203212,34,Caregiving
0.075433,0.107494,0.032443,42,'Overall Health'
-0.2044,-0.28392,-0.097691,35,Caregiving
-0.569718,-0.639641,-0.470126,26,Caregiving
0.997942,1.004426,0.96825,21,'Screenings and Vaccines'
2.010393,2.142301,1.858912,2,'Overall Health'
0.997942,1.004426,0.96825,54,'Screenings and Vaccines'
0.075433,0.107494,0.032443,20,'Overall Health'
-0.264658,-0.447356,-0.051172,40,'Cognitive Decline'
-1.385194,-1.269166,-1.50334,45,'Overall Health'
0.075433,0.107494,0.032443,47,'Overall Health'
1.382075,1.073035,1.561863,7,'Overall Health'
-1.022543,-0.968484,-1.057809,32,'Mental Health'
-0.264658,-0.447356,-0.051172,40,'Cognitive Decline'
0.811688,0.827706,0.782647,31,'Screenings and Vaccines'
-0.373648,-0.750734,0.149803,20,'Cognitive Decline'
1.038952,0.887881,1.139967,46,'Screenings and Vaccines'
-1.269334,-1.162702,-1.378493,52,'Cognitive Decline'
1.292952,1.480375,1.114137,33,'Screenings and Vaccines'
-1.224772,-1.097898,-1.352663,35,'Overall Health'
0.112073,0.212068,0.012041,12,'Overall Health'
-1.38965,-1.29231,-1.490425,5,'Overall Health'
0.075433,0.107494,0.032443,39,'Overall Health'
-0.2044,-0.28392,-0.097691,28,Caregiving
2.202007,2.327455,2.04403,16,'Overall Health'
1.404356,1.327622,1.432711,9,Caregiving
0.997942,1.004426,0.96825,19,'Screenings and Vaccines'
0.075433,0.107494,0.032443,47,'Overall Health'
1.333058,1.202643,1.406881,25,Caregiving
-1.022543,-0.968484,-1.057809,36,'Mental Health'
-0.119647,-0.033261,-0.203212,6,'Overall Health'
-0.560806,-0.519291,-0.599277,23,Caregiving
-1.478773,-1.347856,-1.619577,12,'Overall Health'
-1.416387,-1.301568,-1.533475,54,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,27,'Overall Health'
-0.324246,-0.3228,-0.315909,19,'Nutrition/Physical Activity/Obesity'
-1.456492,-1.329341,-1.593746,48,'Overall Health'
-0.485052,-0.519291,-0.435685,8,'Smoking and Alcohol Use'
-0.877193,-0.861826,-0.870496,8,'Mental Health'
0.075433,0.107494,0.032443,13,'Overall Health'
-0.264658,-0.447356,-0.051172,29,'Cognitive Decline'
-1.398562,-1.283052,-1.524865,29,'Overall Health'
0.156634,0.32779,-0.018094,12,'Nutrition/Physical Activity/Obesity'
-0.796982,-0.68593,-0.909242,9,'Screenings and Vaccines'
0.997942,1.004426,0.96825,11,'Screenings and Vaccines'
-0.404841,-0.338766,-0.470126,47,'Overall Health'
-0.288981,-0.246189,-0.328059,5,'Nutrition/Physical Activity/Obesity'
-0.814807,-0.755363,-0.870496,15,'Overall Health'
2.237656,2.503352,1.983759,12,'Overall Health'
-0.324246,-0.3228,-0.315909,43,'Nutrition/Physical Activity/Obesity'
-1.407475,-1.296939,-1.52056,18,'Overall Health'
1.221654,0.577748,1.639354,29,'Screenings and Vaccines'
2.130709,2.276538,1.966539,5,'Overall Health'
0.637898,0.12412,1.088306,46,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,27,'Mental Health'
0.997942,1.004426,0.96825,6,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,45,'Cognitive Decline'
0.075433,0.107494,0.032443,51,'Overall Health'
-1.171299,-1.019208,-1.326833,12,'Overall Health'
0.87853,0.878623,0.860138,21,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,6,'Cognitive Decline'
-1.022543,-0.968484,-1.057809,16,'Mental Health'
-0.596455,-0.547064,-0.650938,1,Caregiving
-0.828175,-0.746105,-0.904937,12,'Overall Health'
-1.44758,-1.352485,-1.533475,19,'Mental Health'
-1.077719,-1.014579,-1.13741,46,Caregiving
-0.716771,-0.699816,-0.728429,26,'Overall Health'
1.796497,1.818281,1.72976,29,'Overall Health'
0.410635,0.184295,0.62336,18,'Nutrition/Physical Activity/Obesity'
1.368707,1.535921,1.200238,48,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,17,'Nutrition/Physical Activity/Obesity'
-1.251509,-1.195104,-1.292392,47,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,40,'Nutrition/Physical Activity/Obesity'
2.103972,2.299682,1.906268,16,'Overall Health'
-0.195402,-0.422085,0.072312,38,'Nutrition/Physical Activity/Obesity'
-1.327264,-1.227506,-1.421544,33,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,47,'Overall Health'
1.484567,1.415571,1.501592,15,Caregiving
-0.155296,-0.019375,-0.293618,35,'Overall Health'
-0.565262,-0.486889,-0.646633,16,'Overall Health'
0.075433,0.107494,0.032443,50,'Overall Health'
-1.233685,-1.199733,-1.283782,12,'Overall Health'
0.075433,0.107494,0.032443,27,'Overall Health'
1.591514,1.6609,1.497287,27,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,42,'Mental Health'
-0.360279,-0.232302,-0.487346,12,'Overall Health'
0.419547,0.452769,0.377971,31,'Overall Health'
-0.0127,0.08246,-0.104195,53,'Overall Health'
-1.117744,-1.0579,-1.160363,32,'Smoking and Alcohol Use'
2.531762,2.757939,2.298028,34,'Screenings and Vaccines'
2.460464,2.702393,2.216232,27,'Screenings and Vaccines'
0.997942,1.004426,0.96825,41,'Screenings and Vaccines'
0.997942,1.004426,0.96825,28,'Screenings and Vaccines'
0.192283,0.272243,0.102447,21,'Screenings and Vaccines'
1.404356,0.832335,1.734065,35,'Overall Health'
-0.38256,-0.556322,-0.168771,39,Caregiving
0.997942,1.004426,0.96825,16,'Screenings and Vaccines'
-0.244419,-0.338766,-0.138636,2,'Overall Health'
-0.360279,-0.232302,-0.487346,52,'Nutrition/Physical Activity/Obesity'
1.141443,1.244303,1.028035,41,'Screenings and Vaccines'
-1.247053,-1.218248,-1.236426,43,'Mental Health'
-0.284525,-0.676672,0.231599,34,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,50,Caregiving
0.686916,0.684211,0.67502,23,'Screenings and Vaccines'
-0.681122,-0.713703,-0.629413,18,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,33,'Overall Health'
0.308143,-0.236931,0.868748,2,'Nutrition/Physical Activity/Obesity'
1.502391,1.549808,1.428406,12,'Overall Health'
0.321512,0.420367,0.218684,37,'Overall Health'
0.606705,0.716613,0.494208,47,'Screenings and Vaccines'
1.720743,1.684044,1.699625,18,Caregiving
-1.376282,-1.273795,-1.490425,24,'Overall Health'
0.997942,1.004426,0.96825,16,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,14,'Mental Health'
0.807232,0.915654,0.696546,39,'Screenings and Vaccines'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
1.003303,0.998974,0.98929,13,'Overall Health'
1.734111,1.605354,1.768506,31,Caregiving
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,26,Caregiving
-0.534069,-0.491518,-0.577752,20,'Screenings and Vaccines'
1.698462,1.563694,1.73837,50,'Screenings and Vaccines'
0.997942,1.004426,0.96825,40,'Screenings and Vaccines'
1.462286,1.614611,1.307864,21,'Screenings and Vaccines'
1.569234,1.651642,1.467152,33,Caregiving
0.04523,-0.1999,0.30909,21,'Screenings and Vaccines'
2.135165,2.341342,1.927793,32,'Overall Health'
-1.367369,-1.273795,-1.447374,48,'Smoking and Alcohol Use'
-0.948491,-0.838682,-1.055614,13,'Mental Health'
-0.935123,-0.894228,-0.965208,28,'Smoking and Alcohol Use'
-1.108913,-1.065496,-1.13741,11,'Mental Health'
-1.022543,-0.968484,-1.057809,34,'Mental Health'
-0.264658,-0.447356,-0.051172,29,'Cognitive Decline'
-1.117744,-1.0579,-1.160363,12,'Smoking and Alcohol Use'
0.87853,-0.065663,1.600608,29,'Overall Health'
-0.264658,-0.447356,-0.051172,5,'Cognitive Decline'
1.916813,2.008064,1.802946,6,'Overall Health'
1.546953,1.711817,1.385355,13,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,6,'Smoking and Alcohol Use'
-1.354001,-1.25065,-1.455984,48,'Mental Health'
1.546953,1.572952,1.488677,49,'Screenings and Vaccines'
0.120985,0.207439,0.029261,7,'Nutrition/Physical Activity/Obesity'
0.557688,-0.088808,1.148577,54,'Overall Health'
-1.022543,-0.968484,-1.057809,31,'Mental Health'
0.997942,1.004426,0.96825,19,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,31,'Smoking and Alcohol Use'
-0.86828,-0.778507,-0.952292,11,'Overall Health'
-0.2044,-0.28392,-0.097691,45,Caregiving
-1.50551,-1.435805,-1.585136,38,'Overall Health'
1.992568,1.693302,2.06125,21,'Screenings and Vaccines'
0.075433,0.107494,0.032443,16,'Overall Health'
-0.324246,-0.3228,-0.315909,40,'Nutrition/Physical Activity/Obesity'
-1.022543,-0.968484,-1.057809,13,'Mental Health'
0.067511,-0.255446,0.416717,20,'Overall Health'
-0.003787,0.00377,-0.009484,47,'Nutrition/Physical Activity/Obesity'
1.480111,1.063778,1.716845,5,'Screenings and Vaccines'
-1.095544,-1.065496,-1.107275,40,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,45,'Overall Health'
-1.15793,-1.060867,-1.253647,15,'Smoking and Alcohol Use'
-1.327264,-1.241393,-1.421544,42,'Overall Health'
-1.238141,-1.134929,-1.348358,14,'Cognitive Decline'
-0.264658,-0.447356,-0.051172,6,'Cognitive Decline'
1.751936,1.873827,1.617829,37,'Overall Health'
-1.117744,-1.0579,-1.160363,2,'Smoking and Alcohol Use'
0.437372,0.230584,0.62336,47,'Cognitive Decline'
-0.222139,-0.051777,-0.392635,12,'Overall Health'
-0.264658,-0.447356,-0.051172,52,'Cognitive Decline'
0.075433,0.107494,0.032443,31,'Overall Health'
-1.117744,-1.0579,-1.160363,43,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,35,Caregiving
1.792041,1.957147,1.617829,53,'Overall Health'
0.997942,1.004426,0.96825,31,'Screenings and Vaccines'
1.480111,1.364653,1.527422,8,'Overall Health'
0.075433,0.107494,0.032443,48,'Overall Health'
-0.2044,-0.28392,-0.097691,37,Caregiving
0.997942,1.004426,0.96825,17,'Screenings and Vaccines'
-1.403018,-1.273795,-1.537781,23,'Overall Health'
2.451551,2.71165,2.194707,52,'Screenings and Vaccines'
-0.364735,-0.616497,-0.03962,25,'Nutrition/Physical Activity/Obesity'
1.292952,1.461859,1.122747,11,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,39,Caregiving
0.014037,0.00377,0.020651,49,'Overall Health'
0.294775,0.374078,0.214379,12,'Screenings and Vaccines'
0.075433,0.107494,0.032443,23,'Overall Health'
0.997942,1.004426,0.96825,41,'Screenings and Vaccines'
0.005125,-0.255446,0.287565,12,'Nutrition/Physical Activity/Obesity'
-1.162386,-1.056238,-1.275172,11,'Mental Health'
1.912357,2.128414,1.699625,33,'Overall Health'
-1.022543,-0.968484,-1.057809,37,'Mental Health'
1.524672,1.591467,1.437016,18,'Overall Health'
1.734111,1.952518,1.523117,21,'Screenings and Vaccines'
-0.895017,-0.810909,-0.969513,25,Caregiving
1.778673,1.901601,1.647964,9,'Overall Health'
-1.059895,-1.000692,-1.107275,11,'Smoking and Alcohol Use'
-0.917298,-0.843311,-0.986733,35,'Mental Health'
-0.324246,-0.3228,-0.315909,12,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,25,'Screenings and Vaccines'
-1.122281,-1.014579,-1.232121,22,'Mental Health'
-0.324246,-0.3228,-0.315909,42,'Nutrition/Physical Activity/Obesity'
0.62453,0.369449,0.851528,38,'Overall Health'
0.075433,0.107494,0.032443,27,'Overall Health'
1.025583,0.948056,1.066781,22,'Overall Health'
-1.117744,-1.0579,-1.160363,39,'Smoking and Alcohol Use'
-0.993053,-0.917373,-1.072834,27,Caregiving
-1.478773,-1.338599,-1.619577,34,'Overall Health'
-0.133016,-0.130467,-0.134331,23,'Nutrition/Physical Activity/Obesity'
-1.264878,-1.158073,-1.369883,4,'Smoking and Alcohol Use'
0.651267,0.295388,0.963459,15,'Cognitive Decline'
-0.507332,-0.426714,-0.586362,21,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,30,Caregiving
-1.478773,-1.357114,-1.602356,4,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,49,'Screenings and Vaccines'
-1.131193,-1.028465,-1.232121,25,'Nutrition/Physical Activity/Obesity'
1.961375,1.716446,2.018199,1,'Screenings and Vaccines'
-0.966316,-0.829424,-1.102969,11,'Mental Health'
-1.416387,-1.338599,-1.50334,27,'Overall Health'
-0.55635,-0.658157,-0.418465,28,Caregiving
0.075433,0.107494,0.032443,39,'Overall Health'
-1.541159,-1.445062,-1.645407,14,'Overall Health'
-0.017156,0.087089,-0.121416,54,'Overall Health'
0.075433,0.107494,0.032443,33,'Overall Health'
-1.117744,-1.0579,-1.160363,44,'Smoking and Alcohol Use'
1.729655,1.929374,1.531727,10,'Overall Health'
-1.117744,-1.0579,-1.160363,36,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,46,Caregiving
-1.394106,-1.375629,-1.425849,18,'Overall Health'
-1.117744,-1.0579,-1.160363,25,'Smoking and Alcohol Use'
0.415091,0.466655,0.360751,23,'Screenings and Vaccines'
1.898989,-0.301735,2.384129,39,'Cognitive Decline'
-0.264658,-0.447356,-0.051172,54,'Cognitive Decline'
-0.088454,-0.422085,0.304785,23,'Cognitive Decline'
-1.349545,-1.273795,-1.434459,27,'Overall Health'
1.974743,1.957147,1.919183,34,'Overall Health'
1.533585,1.392426,1.591998,44,'Screenings and Vaccines'
0.325968,0.392594,0.25743,23,'Overall Health'
-1.309439,-1.199733,-1.421544,22,'Overall Health'
1.261759,1.452602,1.075391,32,'Overall Health'
0.075433,0.107494,0.032443,25,'Overall Health'
-1.33172,-1.208991,-1.451679,33,'Smoking and Alcohol Use'
0.152178,0.008398,0.296175,53,'Overall Health'
0.16109,0.207439,0.111058,30,'Overall Health'
-1.117744,-1.0579,-1.160363,1,'Smoking and Alcohol Use'
-1.38965,-1.246021,-1.533475,27,'Overall Health'
0.985478,1.049891,0.911799,38,'Screenings and Vaccines'
1.288496,1.438715,1.135662,11,'Screenings and Vaccines'
-1.411931,-1.320083,-1.507645,36,'Overall Health'
0.075433,0.107494,0.032443,54,'Overall Health'
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
-0.676666,-1.139558,0.244514,12,'Overall Health'
-0.431578,-0.36191,-0.504566,14,'Overall Health'
-1.04207,-0.945146,-1.13741,51,'Mental Health'
2.625341,2.882918,2.366909,41,'Screenings and Vaccines'
-1.126737,-1.023836,-1.232121,33,'Nutrition/Physical Activity/Obesity'
-1.149018,-1.093269,-1.189071,50,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,40,Caregiving
1.569234,1.739591,1.393965,7,'Overall Health'
0.851794,0.471284,1.152882,14,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,28,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,20,'Overall Health'
-1.407475,-1.269166,-1.555001,32,'Overall Health'
-0.895017,-0.857198,-0.926462,1,'Smoking and Alcohol Use'
0.232389,0.221326,0.235904,48,'Nutrition/Physical Activity/Obesity'
-0.542981,-0.496147,-0.582057,8,'Overall Health'
-0.387016,-0.204529,-0.573447,12,'Nutrition/Physical Activity/Obesity'
1.359795,1.397055,1.303559,22,'Screenings and Vaccines'
-1.456492,-1.324712,-1.593746,26,'Overall Health'
-0.222139,-0.148983,-0.297923,1,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,20,'Screenings and Vaccines'
-1.465405,-1.417289,-1.524865,51,'Overall Health'
0.954285,1.110066,0.799867,38,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,46,'Cognitive Decline'
-0.819263,-0.709074,-0.930767,31,'Mental Health'
1.792041,1.924745,1.643659,38,'Screenings and Vaccines'
-0.542981,-0.547064,-0.526091,49,'Overall Health'
-1.376282,-1.255279,-1.507645,14,'Overall Health'
-0.324246,-0.3228,-0.315909,53,'Nutrition/Physical Activity/Obesity'
-0.186489,-0.07955,-0.293618,22,'Overall Health'
0.075433,0.107494,0.032443,5,'Overall Health'
0.997942,1.004426,0.96825,30,'Screenings and Vaccines'
-1.452036,-1.306197,-1.602356,12,'Overall Health'
-0.2044,-0.28392,-0.097691,29,Caregiving
-0.596455,-0.514662,-0.676768,46,Caregiving
-1.022543,-0.968484,-1.057809,46,'Mental Health'
-1.022543,-0.968484,-1.057809,33,'Mental Health'
0.075433,0.107494,0.032443,1,'Overall Health'
-1.04207,-0.908115,-1.180461,11,'Smoking and Alcohol Use'
1.288496,0.619407,1.70393,46,Caregiving
1.096882,1.25819,0.937629,24,'Screenings and Vaccines'
0.637898,0.536088,0.722376,34,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,15,Caregiving
1.542497,1.637756,1.437016,9,'Overall Health'
-1.117744,-1.0579,-1.160363,32,'Smoking and Alcohol Use'
-0.2044,-0.28392,-0.097691,23,Caregiving
2.17527,2.373744,1.970844,14,'Screenings and Vaccines'
0.997942,1.004426,0.96825,17,'Screenings and Vaccines'
0.075433,0.107494,0.032443,42,'Overall Health'
0.075433,0.107494,0.032443,39,'Overall Health'
1.333058,1.387798,1.260509,37,'Screenings and Vaccines'
0.997942,1.004426,0.96825,46,'Screenings and Vaccines'
-0.596455,-0.56558,-0.625108,39,'Overall Health'
-0.271156,-0.227673,-0.310838,9,'Overall Health'
