@relation 'Alzh_test-weka.filters.unsupervised.attribute.Remove-R1-5,8-10,14-18-weka.filters.unsupervised.attribute.Remove-R1-2'

@attribute Data_Value numeric
@attribute Low_Confidence_Limit numeric
@attribute High_Confidence_Limit numeric
@attribute Class {'Overall Health','Cognitive Decline','Screenings and Vaccines',Caregiving,'Smoking and Alcohol Use','Mental Health','Nutrition/Physical Activity/Obesity'}

@data
-0.351367,-0.422085,-0.259178,Caregiving
1.983656,2.202476,1.768506,'Screenings and Vaccines'
-1.371825,-1.352485,-1.408629,'Overall Health'
0.50867,0.582377,0.433937,'Screenings and Vaccines'
1.275128,1.434086,1.114137,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.587543,-0.52392,-0.646633,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.064351,-1.00995,-1.102969,'Mental Health'
1.413268,1.605354,1.221763,'Screenings and Vaccines'
1.956919,2.174703,1.742675,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.67221,-0.755363,-0.556227,'Mental Health'
1.319689,1.327622,1.286339,'Overall Health'
2.344604,2.531125,2.143046,'Overall Health'
1.493479,1.674787,1.316474,'Screenings and Vaccines'
0.281406,-0.162869,0.735291,'Cognitive Decline'
-1.478773,-1.357114,-1.606662,'Overall Health'
-0.275612,-0.315621,-0.224737,'Overall Health'
0.227933,-0.098065,0.563089,'Nutrition/Physical Activity/Obesity'
-0.204314,-0.033261,-0.375414,'Screenings and Vaccines'
-0.079542,-0.315621,0.184244,'Nutrition/Physical Activity/Obesity'
0.615618,0.804562,0.425327,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.847337,0.952685,0.735291,'Screenings and Vaccines'
1.208286,0.767531,1.501592,'Overall Health'
-0.124103,-0.64427,0.532953,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
1.68955,1.836797,1.531727,'Screenings and Vaccines'
0.562144,0.026914,1.045256,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.20877,-0.116581,-0.302228,'Overall Health'
0.633442,0.767531,0.498513,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.398562,-1.273795,-1.524865,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
1.604883,1.508148,1.630744,'Overall Health'
-0.73014,-0.653528,-0.810225,'Overall Health'
1.94355,1.906229,1.901963,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.865162,0.948056,0.774037,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.182033,-0.024004,-0.336669,'Nutrition/Physical Activity/Obesity'
-1.264878,-1.1303,-1.400019,'Mental Health'
0.406179,0.549975,0.261735,'Screenings and Vaccines'
0.526495,0.61015,0.438242,'Screenings and Vaccines'
1.315233,1.434086,1.187323,'Screenings and Vaccines'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.137472,-0.398941,0.162718,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.578631,-0.676672,-0.4486,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.055439,-0.972919,-1.1288,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.809866,1.730333,1.807251,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.106279,-0.088808,-0.125721,'Overall Health'
-1.340632,-1.264537,-1.400019,'Overall Health'
1.292952,1.434086,1.144272,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.569718,-0.52392,-0.612193,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.481933,0.596263,0.369361,'Screenings and Vaccines'
0.10316,0.114862,0.085227,'Nutrition/Physical Activity/Obesity'
0.8206,0.943427,0.692241,'Screenings and Vaccines'
-0.030524,0.045429,-0.104195,'Screenings and Vaccines'
1.333058,1.373911,1.269119,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
1.426637,1.545179,1.294949,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.387016,-0.329508,-0.43999,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.378104,-0.639641,-0.035315,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.119647,-0.028632,-0.216127,Caregiving
1.538041,1.568323,1.480067,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.518878,-1.398774,-1.636797,'Smoking and Alcohol Use'
2.103972,2.304311,1.901963,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.462771,-0.389683,-0.534702,'Overall Health'
1.502391,1.651642,1.34661,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.089792,-0.130467,0.3177,'Nutrition/Physical Activity/Obesity'
0.535407,0.350934,0.700851,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.376282,-1.347856,-1.326833,'Smoking and Alcohol Use'
-0.796982,-0.797022,-0.784395,'Overall Health'
2.179726,2.30894,2.026809,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
1.94355,1.647013,2.026809,'Overall Health'
-0.975228,-0.908115,-1.042699,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.918636,0.721242,1.066781,'Screenings and Vaccines'
-1.077719,-1.023836,-1.115885,'Smoking and Alcohol Use'
-0.502876,-0.473003,-0.530396,'Overall Health'
-1.206948,-1.139558,-1.262257,'Mental Health'
1.569234,1.730333,1.406881,'Overall Health'
-1.425299,-1.278423,-1.580831,'Overall Health'
0.842881,0.633294,1.00651,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.921754,-0.778507,-1.064224,'Nutrition/Physical Activity/Obesity'
1.038952,1.179499,0.898884,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.244419,-0.348023,-0.125721,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.530951,0.392594,0.64919,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-1.367369,-1.338599,-1.326833,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.2044,-0.28392,-0.097691,Caregiving
1.734111,1.17487,1.975149,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.300527,-1.315454,-1.301002,'Overall Health'
-0.507332,-0.431343,-0.582057,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.649929,-0.528549,-0.775785,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
1.306321,1.4202,1.187323,'Screenings and Vaccines'
2.072779,2.234878,1.897658,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.721227,-0.783136,-0.625108,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.000669,0.119491,-0.121416,'Nutrition/Physical Activity/Obesity'
0.272494,-0.121209,0.670715,'Nutrition/Physical Activity/Obesity'
-1.438668,-1.310825,-1.563611,'Mental Health'
-1.006421,-0.92663,-1.081444,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
-1.416387,-1.283052,-1.559306,'Overall Health'
-0.939579,-0.861826,-1.012563,Caregiving
-0.2044,-0.28392,-0.097691,Caregiving
0.02295,0.08246,-0.035315,'Nutrition/Physical Activity/Obesity'
-0.38256,-0.292477,-0.474431,'Nutrition/Physical Activity/Obesity'
1.235022,1.248932,1.195933,'Screenings and Vaccines'
1.190461,1.188757,1.161492,'Overall Health'
2.17527,2.415404,1.940708,'Overall Health'
-0.09291,0.008398,-0.194602,'Nutrition/Physical Activity/Obesity'
0.593337,0.7305,0.459767,'Overall Health'
-1.175755,-1.102527,-1.240731,'Cognitive Decline'
-1.434212,-1.315454,-1.563611,'Overall Health'
-0.168665,-0.542435,0.287565,'Screenings and Vaccines'
-0.921754,-1.074754,-0.638023,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.144562,-1.079383,-1.201986,'Nutrition/Physical Activity/Obesity'
1.025583,1.128582,0.920409,'Overall Health'
1.3999,0.318532,1.970844,Caregiving
1.163724,0.832335,1.38966,'Screenings and Vaccines'
1.079057,0.587005,1.432711,'Screenings and Vaccines'
-0.966316,-0.8896,-1.038394,'Mental Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.429755,-1.301568,-1.567916,'Overall Health'
-1.403018,-1.324712,-1.464595,'Smoking and Alcohol Use'
2.536218,2.79497,2.285113,'Overall Health'
-0.079542,0.017656,-0.177382,'Nutrition/Physical Activity/Obesity'
1.310777,1.105437,1.437016,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.437372,0.383336,0.485598,'Screenings and Vaccines'
-1.015333,-0.894228,-1.141715,'Smoking and Alcohol Use'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.567896,-1.426547,-1.709983,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.330424,0.420367,0.231599,'Cognitive Decline'
-0.2667,-0.940517,0.743901,Caregiving
0.535407,0.462026,0.593224,'Screenings and Vaccines'
1.45783,1.040633,1.69532,'Screenings and Vaccines'
1.934638,2.119157,1.74698,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.633442,0.721242,0.545869,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.921754,-0.903486,-0.926462,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.050983,-0.963661,-1.13741,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.493964,-0.473003,-0.508871,'Nutrition/Physical Activity/Obesity'
-0.632104,-0.551693,-0.711209,'Nutrition/Physical Activity/Obesity'
-1.403018,-1.273795,-1.542086,'Overall Health'
-1.022543,-0.968484,-1.057809,'Mental Health'
-1.001965,-0.92663,-1.068529,'Mental Health'
-0.899473,-0.773878,-1.025478,Caregiving
1.3999,1.508148,1.286339,'Screenings and Vaccines'
1.489023,1.239674,1.622134,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.116529,0.239841,-0.005179,'Nutrition/Physical Activity/Obesity'
2.554043,2.757939,2.328164,'Overall Health'
-1.50551,-1.41266,-1.606662,'Overall Health'
1.186005,1.193386,1.157187,'Screenings and Vaccines'
-0.770245,-0.635013,-0.909242,'Overall Health'
1.012215,1.211901,0.812782,'Screenings and Vaccines'
0.308143,0.013027,0.597529,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.685578,-0.635013,-0.732734,Caregiving
1.894533,1.947889,1.807251,Caregiving
0.325968,0.420367,0.227294,'Screenings and Vaccines'
-0.351367,-0.329508,-0.371109,'Overall Health'
2.126252,2.230249,1.988064,'Screenings and Vaccines'
0.303687,0.198182,0.403802,'Screenings and Vaccines'
-0.627648,-0.834053,-0.319448,'Overall Health'
-1.483229,-1.408031,-1.51195,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.483229,-1.426547,-1.550696,'Overall Health'
1.270672,1.447973,1.096916,'Screenings and Vaccines'
-0.164209,-0.019375,-0.310838,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.622708,1.767364,1.471457,'Overall Health'
0.098704,0.100976,0.093837,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.783614,-0.769249,-0.784395,'Overall Health'
-0.257788,-0.135096,-0.379719,'Overall Health'
0.91418,0.716613,1.058171,'Cognitive Decline'
-0.244419,-0.468374,0.029261,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-1.086632,-1.084012,-1.047004,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.271156,-0.759992,0.390886,'Cognitive Decline'
0.544319,0.744387,0.347836,'Screenings and Vaccines'
-1.318352,-1.259908,-1.352663,'Smoking and Alcohol Use'
2.005936,2.128414,1.858912,'Screenings and Vaccines'
-1.411931,-1.301568,-1.52056,'Mental Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.481933,0.212068,0.730986,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.378104,-0.283219,-0.470126,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
1.622708,1.697931,1.523117,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.752421,-0.866455,-0.577752,Caregiving
-0.743508,-0.648899,-0.840361,'Nutrition/Physical Activity/Obesity'
-0.480595,-0.635013,-0.276398,'Nutrition/Physical Activity/Obesity'
-0.048349,-0.116581,0.016346,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
1.800954,1.929374,1.656574,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.001965,-0.908115,-1.098664,'Mental Health'
0.651267,0.707356,0.588919,'Overall Health'
0.294775,0.142635,0.438242,'Nutrition/Physical Activity/Obesity'
0.753758,0.674954,0.804172,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.895017,-0.820167,-0.965208,'Overall Health'
-0.681122,-0.588724,-0.775785,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.164209,-0.121209,-0.198907,'Overall Health'
-0.529613,-0.440601,-0.620803,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
2.402534,2.637589,2.164571,'Screenings and Vaccines'
0.401722,0.522201,0.278955,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.653901,1.850683,1.467152,'Overall Health'
-0.814807,-0.759992,-0.866191,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.082176,-1.00995,-1.150325,'Cognitive Decline'
-0.761333,-0.625755,-0.896327,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.721227,-0.991434,-0.267788,'Nutrition/Physical Activity/Obesity'
-1.082176,-0.991434,-1.17185,'Overall Health'
-1.055439,-1.148816,-0.840361,'Nutrition/Physical Activity/Obesity'
-1.478773,-1.343227,-1.623882,'Overall Health'
0.615618,0.536088,0.67502,'Screenings and Vaccines'
-0.899473,-0.80628,-0.995343,'Mental Health'
0.018493,-0.074921,0.119668,'Overall Health'
-1.229229,-1.162702,-1.283782,'Smoking and Alcohol Use'
-0.387016,-0.48226,-0.267788,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
1.836603,2.045095,1.630744,'Overall Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
-1.055439,-0.935888,-1.17185,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.076423,-0.033261,0.184244,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.829513,0.443511,1.135662,'Screenings and Vaccines'
0.584425,-0.949775,1.970844,'Cognitive Decline'
0.383898,0.545346,0.218684,'Screenings and Vaccines'
-0.378104,-0.348023,-0.40555,'Nutrition/Physical Activity/Obesity'
1.729655,1.989549,1.480067,'Overall Health'
-0.547438,-0.537807,-0.547617,Caregiving
-0.030524,-0.209158,0.162718,'Overall Health'
1.466742,1.563694,1.359525,'Screenings and Vaccines'
1.872252,2.02658,1.71254,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.385194,-1.269166,-1.499035,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.075433,0.107494,0.032443,'Overall Health'
-0.801438,-0.690559,-0.917852,'Overall Health'
2.322323,2.424661,2.168876,'Screenings and Vaccines'
2.095059,2.285796,1.906268,'Overall Health'
-0.38256,-0.630384,-0.061145,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.538525,-0.560951,-0.495956,'Overall Health'
0.967653,0.725871,1.148577,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.744846,0.545346,0.907494,'Overall Health'
1.858883,2.040466,1.673794,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.2044,-0.28392,-0.097691,Caregiving
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.997509,-0.982177,-0.991038,'Mental Health'
-0.681122,-0.653528,-0.702599,'Overall Health'
-1.425299,-1.361743,-1.499035,'Overall Health'
0.530951,0.337047,0.696546,'Nutrition/Physical Activity/Obesity'
0.063055,0.179666,-0.05684,'Nutrition/Physical Activity/Obesity'
-0.721227,-0.699816,-0.737039,Caregiving
-1.022543,-0.968484,-1.057809,'Mental Health'
0.352705,0.179666,0.520038,'Screenings and Vaccines'
2.505025,2.665362,2.306638,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
2.429271,2.693135,2.177486,'Overall Health'
1.604883,1.78125,1.428406,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.296071,-1.218248,-1.356968,'Nutrition/Physical Activity/Obesity'
0.406179,0.290759,0.511428,'Screenings and Vaccines'
-0.177577,-0.218415,-0.134331,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
-1.336176,-1.306197,-1.313917,Caregiving
0.223476,-0.084179,0.532953,'Screenings and Vaccines'
-1.022543,-0.968484,-1.057809,'Mental Health'
-0.413753,-0.32025,-0.513176,'Mental Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.606705,0.637923,0.563089,'Screenings and Vaccines'
-0.453858,-0.783136,0.016346,'Cognitive Decline'
2.398078,2.494094,2.237757,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.16109,0.258357,0.063702,'Overall Health'
0.129897,0.221326,0.037872,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.27379,-1.195104,-1.344053,'Smoking and Alcohol Use'
-1.022543,-0.968484,-1.057809,'Mental Health'
2.166358,2.096013,2.112911,'Screenings and Vaccines'
-0.257788,-0.431343,-0.04823,'Cognitive Decline'
-1.077719,-1.111785,-0.982428,Caregiving
0.633442,0.684211,0.567394,'Overall Health'
-1.21586,-1.102527,-1.331138,'Smoking and Alcohol Use'
1.105794,1.267447,0.937629,'Screenings and Vaccines'
-0.146384,-0.348023,0.085227,'Cognitive Decline'
-1.309439,-1.195104,-1.417239,'Smoking and Alcohol Use'
-0.043893,0.08246,-0.168771,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-0.400385,-0.648899,-0.078365,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.480595,-0.505405,-0.4486,Caregiving
-0.654385,-0.741476,-0.530396,'Cognitive Decline'
-1.327264,-1.222877,-1.438764,'Overall Health'
2.496113,2.748681,2.246367,'Screenings and Vaccines'
1.68955,1.892343,1.488677,Caregiving
1.653901,1.193386,1.871827,'Screenings and Vaccines'
-0.96186,-0.898857,-1.016868,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
-0.516245,-0.556322,-0.461515,'Overall Health'
-0.462771,-0.454487,-0.461515,'Nutrition/Physical Activity/Obesity'
0.250213,0.332418,0.167023,'Screenings and Vaccines'
-0.565262,-0.477631,-0.655243,'Smoking and Alcohol Use'
2.032673,2.160816,1.884742,'Overall Health'
-0.752421,-0.676672,-0.827446,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-0.49842,-0.426714,-0.569142,'Mental Health'
0.811688,-0.389683,1.751285,Caregiving
0.522038,0.522201,0.515733,'Overall Health'
1.560321,1.739591,1.38105,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.359795,1.461859,1.247593,'Screenings and Vaccines'
1.306321,1.424828,1.178712,'Screenings and Vaccines'
1.16818,1.179499,1.131357,'Overall Health'
-1.04207,-0.977548,-1.098664,'Mental Health'
-1.429755,-1.338599,-1.50334,'Smoking and Alcohol Use'
-0.409297,-0.394312,-0.42277,'Nutrition/Physical Activity/Obesity'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.2044,-0.28392,-0.097691,Caregiving
2.567411,2.822743,2.310943,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.2044,-0.28392,-0.097691,Caregiving
0.192283,0.221326,0.162718,'Overall Health'
0.009581,0.138006,-0.121416,'Overall Health'
1.595971,1.725704,1.458541,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
0.50867,0.522201,0.485598,'Cognitive Decline'
-0.529613,-0.422085,-0.638023,'Nutrition/Physical Activity/Obesity'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-0.707859,-0.681301,-0.728429,'Mental Health'
-1.117744,-1.0579,-1.160363,'Smoking and Alcohol Use'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
-1.001965,-0.866455,-1.13741,'Mental Health'
-0.966316,-0.801651,-1.133105,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.386532,1.517406,1.247593,'Overall Health'
-0.449402,-0.579466,-0.276398,'Cognitive Decline'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
-1.358457,-1.287681,-1.404324,'Overall Health'
0.152178,-0.084179,0.399497,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
2.683271,2.919949,2.422875,'Screenings and Vaccines'
2.629797,2.822743,2.392739,'Screenings and Vaccines'
-1.407475,-1.287681,-1.537781,'Overall Health'
-0.747964,-0.672043,-0.818835,'Overall Health'
1.653901,1.846054,1.458541,'Screenings and Vaccines'
-0.930667,-0.857198,-1.003953,'Mental Health'
-1.322808,-1.227506,-1.412934,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
1.809866,1.975662,1.635049,'Screenings and Vaccines'
0.147722,0.119491,0.171328,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.01979,-0.92663,-1.115885,'Cognitive Decline'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
2.121796,2.276538,1.953623,'Screenings and Vaccines'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
0.147722,0.207439,0.080922,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.551409,1.6609,1.428406,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-0.67221,-0.542435,-0.810225,'Screenings and Vaccines'
-0.574175,-0.755363,-0.310838,'Cognitive Decline'
0.446284,-0.074921,0.941934,'Overall Health'
-0.324246,-0.3228,-0.315909,'Nutrition/Physical Activity/Obesity'
-1.095544,-0.982177,-1.210596,'Mental Health'
-0.632104,-0.533178,-0.732734,'Nutrition/Physical Activity/Obesity'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.731477,0.693469,0.752512,'Screenings and Vaccines'
-0.583087,-0.838682,-0.198907,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.448918,1.123953,1.630744,'Screenings and Vaccines'
-0.596455,-0.556322,-0.629413,Caregiving
-0.141928,-0.07955,-0.207517,'Nutrition/Physical Activity/Obesity'
-0.899473,-0.783136,-1.016868,Caregiving
-0.832631,-0.759992,-0.900632,'Smoking and Alcohol Use'
-1.380738,-1.255279,-1.507645,'Overall Health'
-0.052805,0.077831,-0.185992,'Nutrition/Physical Activity/Obesity'
-0.792526,-0.704445,-0.883411,'Nutrition/Physical Activity/Obesity'
0.075433,0.107494,0.032443,'Overall Health'
-0.404841,-0.283219,-0.530396,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.075433,0.107494,0.032443,'Overall Health'
-1.091088,-1.1303,-0.982428,'Mental Health'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
0.997942,1.004426,0.96825,'Screenings and Vaccines'
1.729655,1.892343,1.566168,'Overall Health'
1.261759,1.429457,1.092611,'Screenings and Vaccines'
1.925726,2.021951,1.798641,'Screenings and Vaccines'
-1.162386,-1.08864,-1.223511,'Smoking and Alcohol Use'
0.075433,0.107494,0.032443,'Overall Health'
0.544319,0.536088,0.541564,'Cognitive Decline'
-1.416387,-1.287681,-1.550696,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-0.507332,-0.435972,-0.577752,'Overall Health'
-0.15084,-0.435972,0.179938,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.767127,0.985087,0.554479,'Overall Health'
-0.226595,-0.278591,-0.168771,'Overall Health'
-0.975228,-0.949775,-0.978123,'Smoking and Alcohol Use'
0.87853,0.591634,1.101221,'Overall Health'
-1.264878,-1.190475,-1.322528,'Smoking and Alcohol Use'
-0.264658,-0.447356,-0.051172,'Cognitive Decline'
0.075433,0.107494,0.032443,'Overall Health'
0.379442,0.360192,0.395192,'Overall Health'
0.075433,0.107494,0.032443,'Overall Health'
-1.425299,-1.278423,-1.576526,'Overall Health'
-0.721227,-0.92663,-0.39694,Caregiving
-1.483229,-1.343227,-1.628187,'Overall Health'
-1.469861,-1.343227,-1.606662,'Overall Health'
